image_id,target,pred,correct,confidence,predictive_entropy,expected_entropy,mutual_information,variance
ISIC_0000127_downsampled,5,4,0,0.5792975,1.2295741,1.197215,0.032359123,0.002106711
ISIC_0000128_downsampled,5,5,1,0.997317,0.018671168,0.01823586,0.00043530762,7.466322e-07
ISIC_0000129_downsampled,5,4,0,0.9993374,0.005592035,0.005477391,0.000114643946,4.6373493e-08
ISIC_0000130_downsampled,5,5,1,0.62620515,0.66113937,0.6360627,0.025076687,0.0032475363
ISIC_0000131_downsampled,5,2,0,0.49652016,1.1186888,1.047302,0.071386814,0.0066299164
ISIC_0000132_downsampled,5,5,1,0.99993503,0.0007138409,0.0006948967,1.8944207e-05,8.461728e-10
ISIC_0000133_downsampled,5,5,1,0.70175195,0.63152516,0.61688817,0.014636993,0.001688096
ISIC_0000134_downsampled,5,5,1,0.9985042,0.011306713,0.0110242395,0.00028247386,2.6796107e-07
ISIC_0000135_downsampled,5,4,0,0.99291325,0.042367775,0.04174217,0.0006256066,2.6975601e-06
ISIC_0000136_downsampled,5,4,0,0.7853285,0.5408906,0.50569695,0.035193622,0.0034295097
ISIC_0000137_downsampled,5,4,0,0.8797589,0.367864,0.357065,0.0107990205,0.0006840253
ISIC_0000138_downsampled,5,5,1,0.88695335,0.35960546,0.33770272,0.02190274,0.0011953507
ISIC_0000139_downsampled,4,4,1,0.97014964,0.1348414,0.13136657,0.0034748316,5.9421556e-05
ISIC_0000140_downsampled,4,4,1,0.9998973,0.0011403076,0.0011170759,2.3231725e-05,1.0686001e-09
ISIC_0000141_downsampled,4,4,1,0.8740428,0.38127652,0.3618651,0.019411415,0.0013112836
ISIC_0000142_downsampled,4,4,1,0.99940485,0.0057061003,0.005602871,0.00010322919,2.2252033e-08
ISIC_0000143_downsampled,4,5,0,0.98634344,0.080733135,0.07729092,0.003442213,2.7015125e-05
ISIC_0000145_downsampled,4,5,0,0.99105823,0.055400625,0.054565843,0.0008347817,3.4553043e-06
ISIC_0000146_downsampled,4,4,1,0.52732575,0.83309114,0.7873752,0.045715928,0.005630813
ISIC_0000147_downsampled,4,4,1,0.7224026,0.7272191,0.70494616,0.022272944,0.001988351
ISIC_0000148_downsampled,4,4,1,0.99806505,0.014570669,0.014312164,0.00025850534,2.6335738e-07
ISIC_0000149_downsampled,4,5,0,0.89138544,0.37927526,0.36722693,0.012048334,0.0006687813
ISIC_0000150_downsampled,4,4,1,0.9933836,0.039999,0.0393041,0.00069490075,2.6254995e-06
ISIC_0000151_downsampled,4,5,0,0.54618704,0.6896157,0.64818096,0.041434765,0.005678922
ISIC_0000152_downsampled,4,4,1,0.8207093,0.47138143,0.450854,0.020527422,0.0018281915
ISIC_0000153_downsampled,4,5,0,0.9824902,0.09856354,0.09656786,0.0019956753,1.4596482e-05
ISIC_0000154_downsampled,4,4,1,0.5387241,0.72638863,0.7063679,0.020020723,0.0027251071
ISIC_0000155_downsampled,4,4,1,0.9999779,0.00028677893,0.00027996942,6.8095105e-06,6.520049e-11
ISIC_0000156_downsampled,4,4,1,0.99337995,0.04007725,0.03919923,0.0008780211,3.5354817e-06
ISIC_0000157,4,4,1,0.99917895,0.006891178,0.006762282,0.00012889598,5.887357e-08
ISIC_0000159,4,4,1,0.9838926,0.09315615,0.08875505,0.0044011027,3.6020752e-05
ISIC_0000160,4,4,1,0.98501724,0.08500489,0.08220307,0.0028018206,2.6204467e-05
ISIC_0000161,4,4,1,0.9990021,0.007985639,0.007836247,0.00014939252,8.8177444e-08
ISIC_0000162,4,5,0,0.63544613,0.9257848,0.8958486,0.029936254,0.0024876215
ISIC_0000163,4,4,1,0.7186294,0.6031901,0.575804,0.027386129,0.0031023587
ISIC_0000164,4,4,1,0.64511645,0.6746878,0.6548151,0.019872725,0.0024373182
ISIC_0000165,4,4,1,0.9078357,0.3321865,0.3266229,0.005563587,0.00024352649
ISIC_0000166,4,4,1,0.91088843,0.30398414,0.29694635,0.0070377886,0.0003380904
ISIC_0000167,4,4,1,0.580941,0.7474368,0.7204982,0.026938617,0.003419696
ISIC_0000169,4,5,0,0.9785136,0.10471781,0.10123838,0.003479436,4.3980155e-05
ISIC_0000170,4,4,1,0.7815762,0.5293134,0.50584537,0.023468018,0.0022889655
ISIC_0000171,4,4,1,0.9739809,0.12741682,0.123133995,0.0042828247,6.90079e-05
ISIC_0000172,4,4,1,0.99455476,0.033951636,0.033284586,0.0006670505,2.092105e-06
ISIC_0000173,4,4,1,0.9941055,0.03869834,0.03727843,0.001419913,4.7856543e-06
ISIC_0000174,4,0,0,0.64406264,0.9979451,0.9589528,0.038992286,0.0027824393
ISIC_0000175,4,4,1,0.8832665,0.37328812,0.3636529,0.00963521,0.0005801142
ISIC_0000176_downsampled,4,5,0,0.63537675,0.66062504,0.6485118,0.012113214,0.0015721194
ISIC_0000177_downsampled,5,5,1,0.9998324,0.0018330464,0.0017586113,7.443514e-05,5.950631e-09
ISIC_0000179_downsampled,5,5,1,0.99870145,0.010928356,0.01045939,0.00046896655,3.3100702e-07
ISIC_0000181_downsampled,5,2,0,0.7595298,0.58517313,0.5700045,0.015168607,0.0014874245
ISIC_0000182_downsampled,5,5,1,0.99845827,0.012409954,0.012033702,0.00037625246,2.7201176e-07
ISIC_0000183_downsampled,5,5,1,0.8801927,0.44093817,0.43207684,0.008861333,0.00039756202
ISIC_0000184_downsampled,5,5,1,0.974929,0.13525203,0.13270696,0.0025450736,2.359224e-05
ISIC_0000185_downsampled,5,5,1,0.9862917,0.074894115,0.07186629,0.0030278265,3.705052e-05
ISIC_0000186_downsampled,5,5,1,0.99998635,0.00018499378,0.00018247563,2.5181507e-06,9.3554765e-12
ISIC_0000187,5,5,1,0.9565576,0.1884752,0.184981,0.003494203,7.375976e-05
ISIC_0000188_downsampled,5,2,0,0.7489038,0.5822218,0.5606685,0.021553278,0.0022606978
ISIC_0000189_downsampled,5,5,1,0.9873818,0.07611653,0.07464231,0.001474224,7.2775283e-06
ISIC_0000190,5,5,1,0.999717,0.0027105168,0.0026358324,7.468439e-05,1.2587535e-08
ISIC_0000191_downsampled,5,5,1,0.9260413,0.30301362,0.2914119,0.011601716,0.0003805253
ISIC_0000192_downsampled,5,2,0,0.49637643,0.89617074,0.84089774,0.055272996,0.00622308
ISIC_0000193_downsampled,5,5,1,0.99929535,0.0061778557,0.005999041,0.00017881487,7.324741e-08
ISIC_0000195_downsampled,5,2,0,0.993491,0.043553665,0.04190623,0.0016474351,6.138753e-06
ISIC_0000196_downsampled,5,5,1,0.6636978,0.64236987,0.6155562,0.026813686,0.003335363
ISIC_0000197_downsampled,5,5,1,0.5734141,0.68549484,0.6582835,0.027211368,0.0036862253
ISIC_0000198,5,6,0,0.7109802,0.6066978,0.57360536,0.03309244,0.0038005693
ISIC_0000199,5,5,1,0.7250264,0.58904696,0.57095873,0.018088222,0.0020429802
ISIC_0000200,5,4,0,0.94957983,0.20091856,0.19503064,0.0058879107,0.00015857413
ISIC_0000201_downsampled,5,5,1,0.9986215,0.011365549,0.011168208,0.00019734073,1.1507698e-07
ISIC_0000202_downsampled,5,5,1,0.99146193,0.054894578,0.053631015,0.0012635626,4.94182e-06
ISIC_0000203_downsampled,5,5,1,0.73228174,0.64047104,0.5942113,0.04625976,0.0046703867
ISIC_0000204_downsampled,5,5,1,0.96707153,0.14542298,0.14047194,0.004951045,9.260483e-05
ISIC_0000205_downsampled,5,5,1,0.99596053,0.028461361,0.027715348,0.0007460136,1.6189912e-06
ISIC_0000206_downsampled,5,4,0,0.7213282,0.5934451,0.5700516,0.023393512,0.0026791985
ISIC_0000207_downsampled,5,5,1,0.94631106,0.22213419,0.21153837,0.010595813,0.00032895358
ISIC_0000208_downsampled,5,5,1,0.99809235,0.015020213,0.014677441,0.00034277234,3.1660514e-07
ISIC_0000209,5,5,1,0.99971956,0.0027900373,0.0027120726,7.796474e-05,9.547902e-09
ISIC_0000210,5,5,1,0.9999906,0.00012876914,0.00012514279,3.6263518e-06,1.4651993e-11
ISIC_0000211,5,5,1,0.99902004,0.007891795,0.0075716036,0.00032019103,2.1547302e-07
ISIC_0000212,5,5,1,0.9542857,0.18593755,0.17732106,0.008616492,0.0002485242
ISIC_0000213,5,5,1,0.8183809,0.4816174,0.45707715,0.024540246,0.0020647098
ISIC_0000214,5,4,0,0.65509766,0.66558206,0.62872094,0.03686112,0.0046293945
ISIC_0000215,5,5,1,0.9989797,0.008726821,0.008532626,0.00019419566,8.549021e-08
ISIC_0000216,5,4,0,0.7348553,0.5871327,0.5478694,0.039263308,0.004405442
ISIC_0000217,5,5,1,0.96978855,0.14731658,0.1408191,0.0064974725,0.000107529566
ISIC_0000218_downsampled,5,5,1,0.99965113,0.0031795332,0.0030921155,8.741766e-05,2.1575826e-08
ISIC_0000219,5,5,1,0.81874937,0.6228414,0.6025914,0.020250022,0.0010233873
ISIC_0000220,5,5,1,0.9690997,0.1578285,0.1541834,0.0036450922,4.6128447e-05
ISIC_0000221,5,5,1,0.8831485,0.36179718,0.34242833,0.019368857,0.0013221229
ISIC_0000222,5,5,1,0.9994567,0.0046850415,0.0045370464,0.00014799507,5.4763177e-08
ISIC_0000223,5,5,1,0.9997496,0.0025527435,0.0025005084,5.223509e-05,5.8114167e-09
ISIC_0000224,5,5,1,0.9502752,0.2036698,0.19752792,0.006141886,0.00015054196
ISIC_0000225,5,5,1,0.9115779,0.3069842,0.29713303,0.009851158,0.00046273484
ISIC_0000226,5,5,1,0.86589104,0.3945311,0.38000953,0.014521569,0.0010392083
ISIC_0000227,5,5,1,0.92669857,0.2654405,0.25045273,0.014987767,0.0006704667
ISIC_0000228,5,5,1,0.94616884,0.21009909,0.19678624,0.013312846,0.0005442134
ISIC_0000229,5,5,1,0.666787,0.6392637,0.6117057,0.02755797,0.0034384907
ISIC_0000230,5,5,1,0.61898607,0.6702309,0.63862544,0.031605482,0.004133604
ISIC_0000231,5,5,1,0.87916774,0.36867854,0.3531098,0.015568733,0.0009866673
ISIC_0000232,5,5,1,0.9951531,0.03427827,0.033018954,0.0012593158,3.0536291e-06
ISIC_0000233,5,5,1,0.99979645,0.00205295,0.0019991787,5.3771306e-05,5.815919e-09
ISIC_0000234,5,5,1,0.9981883,0.013938722,0.013640866,0.00029785652,3.0786487e-07
ISIC_0000235,5,6,0,0.99944246,0.004953525,0.0048610573,9.246776e-05,2.5248596e-08
ISIC_0000236,5,4,0,0.9861832,0.073197424,0.0707288,0.0024686232,2.0062482e-05
ISIC_0000237,5,2,0,0.48971137,0.95458925,0.9354592,0.019130051,0.0017851802
ISIC_0000239,5,5,1,0.996648,0.022533996,0.021374073,0.0011599232,2.6991006e-06
ISIC_0000240,5,4,0,0.69539934,0.6186674,0.5984929,0.020174503,0.0024301365
ISIC_0000242,5,2,0,0.63153434,0.66592884,0.6359418,0.029987037,0.0038890427
ISIC_0000243,5,5,1,0.87749386,0.3859721,0.37591583,0.010056287,0.00061577244
ISIC_0000244,5,4,0,0.91012555,0.37324467,0.36720398,0.0060406923,0.00017517286
ISIC_0000245,5,3,0,0.46900335,1.1759642,1.150174,0.025790215,0.0021199498
ISIC_0000246,5,2,0,0.94007194,0.25824034,0.24884091,0.009399429,0.00025276912
ISIC_0000247,5,5,1,0.9991683,0.0073143765,0.007209943,0.00010443339,3.5409503e-08
ISIC_0000249,5,5,1,0.992907,0.04359683,0.042563565,0.0010332651,4.2242023e-06
ISIC_0000250,5,5,1,0.57789934,0.68168646,0.6354009,0.04628557,0.006226777
ISIC_0000251,5,4,0,0.6062752,0.85733086,0.8398308,0.017500043,0.0017572163
ISIC_0000252,5,4,0,0.5208803,0.70013624,0.68169796,0.01843828,0.0025704247
ISIC_0000253,5,5,1,0.99332213,0.04175473,0.040982846,0.0007718839,3.3448944e-06
ISIC_0000254,5,5,1,0.967767,0.16519302,0.16285127,0.0023417473,2.5538913e-05
ISIC_0000255,5,2,0,0.556218,0.69191724,0.6651581,0.026759148,0.0036828157
ISIC_0000256,5,5,1,0.9926475,0.04595103,0.044526175,0.0014248565,5.653035e-06
ISIC_0000258,5,4,0,0.7415182,0.64323306,0.6244495,0.01878357,0.001807039
ISIC_0000259,5,0,0,0.55753237,1.1619332,1.1333299,0.028603315,0.002272489
ISIC_0000260,5,5,1,0.97998875,0.098140515,0.095007315,0.0031332,3.7088375e-05
ISIC_0000261,5,5,1,0.9928692,0.042579647,0.041063063,0.0015165843,7.744159e-06
ISIC_0000262,5,5,1,0.9995145,0.0044633844,0.0043472913,0.000116093084,2.4224445e-08
ISIC_0000263,5,5,1,0.98396015,0.084271155,0.08247982,0.0017913356,1.5971793e-05
ISIC_0000264,5,5,1,0.999874,0.0013631361,0.0013087061,5.4429984e-05,5.5074305e-09
ISIC_0000265,5,5,1,0.98929906,0.06993139,0.06841124,0.0015201494,5.6804647e-06
ISIC_0000268,5,2,0,0.9661884,0.15483929,0.15100987,0.0038294196,6.46643e-05
ISIC_0000269,5,5,1,0.97183883,0.13153581,0.1294521,0.0020837188,3.188261e-05
ISIC_0000271,5,5,1,0.9996788,0.0031012795,0.0030330466,6.823288e-05,9.2990495e-09
ISIC_0000274,5,5,1,0.7818263,0.68746215,0.66938883,0.01807332,0.0011658279
ISIC_0000275,5,5,1,0.9758634,0.12644835,0.12470929,0.0017390549,1.547693e-05
ISIC_0000276,4,5,0,0.50461566,0.9349744,0.8794911,0.05548328,0.006346336
ISIC_0000277,4,5,0,0.7144146,0.6532244,0.63902074,0.014203668,0.0015309666
ISIC_0000278,4,4,1,0.9733005,0.16033906,0.15814565,0.0021934062,1.50879305e-05
ISIC_0000279,4,4,1,0.78098524,0.5341234,0.5127371,0.021386325,0.002122824
ISIC_0000281,4,4,1,0.99993145,0.00082927576,0.0008123492,1.6926555e-05,3.6247375e-10
ISIC_0000282,4,2,0,0.6452285,0.9835973,0.9598684,0.023728907,0.0017234525
ISIC_0000283,4,4,1,0.9841917,0.09366359,0.09172067,0.0019429177,1.0992162e-05
ISIC_0000285,4,5,0,0.9917893,0.051220417,0.049285386,0.0019350313,9.935227e-06
ISIC_0000287,4,2,0,0.90273243,0.41508198,0.4028896,0.0121923685,0.00032374496
ISIC_0000288,4,4,1,0.7974094,0.5111632,0.47642756,0.03473562,0.0035489115
ISIC_0000289,4,4,1,0.99716246,0.020269362,0.019434145,0.00083521754,1.8821236e-06
ISIC_0000290,4,2,0,0.94639206,0.26773626,0.25725812,0.010478139,0.00022792883
ISIC_0000292,4,4,1,0.9076278,0.31634238,0.31222275,0.0041196346,0.0001829774
ISIC_0000293,4,4,1,0.9962477,0.025113143,0.024506353,0.0006067902,1.386901e-06
ISIC_0000294,4,4,1,0.7035495,0.87489676,0.8610973,0.013799489,0.0007988287
ISIC_0000295,4,4,1,0.97597563,0.119704716,0.117417425,0.002287291,3.189875e-05
ISIC_0000297,4,5,0,0.6347564,0.65722245,0.6204491,0.036773324,0.0047623026
ISIC_0000298,4,5,0,0.991719,0.057061166,0.055165417,0.0018957481,5.963776e-06
ISIC_0000299,4,2,0,0.69010067,0.63618994,0.61085624,0.025333703,0.0030241997
ISIC_0000300,4,4,1,0.9604143,0.16751212,0.1623004,0.005211726,0.00012826126
ISIC_0000301,4,5,0,0.9392496,0.26716152,0.25753388,0.00962764,0.000246649
ISIC_0000302,4,4,1,0.9999398,0.0007102204,0.0006954277,1.479272e-05,4.4072426e-10
ISIC_0000303,4,4,1,0.8126394,0.48929328,0.4701275,0.019165784,0.0016775772
ISIC_0000306,4,5,0,0.9974506,0.018243369,0.017490761,0.00075260736,1.5673976e-06
