image_id,target,pred,correct,confidence,predictive_entropy,expected_entropy,mutual_information,variance
ISIC_0000056_downsampled,4,4,1,0.63136005,0.8350775,0.8153107,0.019766808,0.0020008564
ISIC_0000057_downsampled,5,5,1,0.977556,0.11135201,0.109343864,0.0020081475,2.7616183e-05
ISIC_0000058_downsampled,5,5,1,0.8612726,0.45679727,0.44661662,0.010180652,0.0005702109
ISIC_0000059_downsampled,5,5,1,0.8895321,0.3546355,0.34593084,0.008704662,0.00052120525
ISIC_0000060_downsampled,5,4,0,0.5814822,0.7626348,0.746567,0.016067803,0.0020206617
ISIC_0000061_downsampled,5,5,1,0.53034997,0.7363082,0.7146337,0.021674514,0.0029316011
ISIC_0000062_downsampled,5,4,0,0.74367607,0.6089077,0.60219616,0.0067115426,0.000644599
ISIC_0000063_downsampled,5,4,0,0.7198699,0.5971495,0.575806,0.02134347,0.0024508312
ISIC_0000064_downsampled,5,5,1,0.7890666,0.56803674,0.5564941,0.011542618,0.0009697079
ISIC_0000065_downsampled,5,5,1,0.8945994,0.354274,0.3462391,0.008034915,0.0004298674
ISIC_0000066,5,4,0,0.65848637,0.70826095,0.6901824,0.018078566,0.0022189764
ISIC_0000067,5,5,1,0.9075272,0.36366552,0.35627073,0.0073947906,0.00025787365
ISIC_0000068,5,5,1,0.5185695,0.7065101,0.68484104,0.02166909,0.00300702
ISIC_0000069,5,5,1,0.6054394,0.7114386,0.69357073,0.017867863,0.0022990683
ISIC_0000071,5,5,1,0.75610995,0.6189153,0.605055,0.013860345,0.0013038254
ISIC_0000072,5,5,1,0.5736807,0.84861827,0.83277947,0.015838802,0.0015945572
ISIC_0000073,5,5,1,0.5409698,0.699894,0.6765001,0.023393929,0.0032369753
ISIC_0000074,4,5,0,0.5929698,0.84709424,0.82491267,0.02218157,0.002368667
ISIC_0000075,5,5,1,0.89633995,0.4058216,0.3950098,0.010811806,0.0003542728
ISIC_0000077_downsampled,4,4,1,0.4638019,1.0375458,1.01881,0.018735766,0.0016648391
ISIC_0000078_downsampled,4,2,0,0.55967337,0.99914116,0.98830414,0.0108370185,0.00094646035
ISIC_0000079_downsampled,5,2,0,0.51611257,0.90625644,0.89118826,0.015068173,0.0016722275
ISIC_0000080_downsampled,5,4,0,0.5759194,0.7443256,0.7301643,0.014161289,0.0018649424
ISIC_0000081_downsampled,5,1,0,0.8981296,0.42993346,0.42223418,0.007699281,0.0002676645
ISIC_0000082_downsampled,5,5,1,0.76743203,0.5510491,0.5372572,0.013791919,0.001406711
ISIC_0000085_downsampled,5,5,1,0.6745726,0.6408514,0.62818265,0.012668729,0.0015284355
ISIC_0000086_downsampled,5,5,1,0.95730627,0.17857344,0.17519584,0.0033776015,7.999643e-05
ISIC_0000087_downsampled,5,5,1,0.788112,0.5418245,0.5303201,0.011504412,0.0010808695
ISIC_0000088_downsampled,5,4,0,0.84022427,0.44346368,0.43339282,0.01007086,0.00075719383
ISIC_0000089_downsampled,5,4,0,0.88745105,0.3605143,0.35138193,0.009132385,0.000519306
ISIC_0000091_downsampled,5,2,0,0.7781838,0.74390113,0.7368842,0.007016957,0.00037898732
ISIC_0000092_downsampled,5,5,1,0.98314977,0.10069857,0.09878678,0.0019117892,1.1103594e-05
ISIC_0000093_downsampled,5,5,1,0.92408085,0.27085602,0.26628363,0.0045723915,0.00017790716
ISIC_0000094_downsampled,5,5,1,0.6443622,1.0240593,1.0072666,0.016792655,0.00130242
ISIC_0000095_downsampled,5,5,1,0.69966036,0.65925354,0.6428319,0.016421616,0.0019083477
ISIC_0000096_downsampled,5,5,1,0.74730366,0.5948853,0.5818061,0.013079166,0.0013023416
ISIC_0000097_downsampled,5,5,1,0.8776764,0.45740116,0.45026627,0.0071348846,0.00028379288
ISIC_0000098_downsampled,5,5,1,0.9174556,0.28923726,0.28497875,0.0042585135,0.00018546332
ISIC_0000099_downsampled,5,2,0,0.9603724,0.20560388,0.20139705,0.004206836,5.1335603e-05
ISIC_0000100_downsampled,5,2,0,0.8763839,0.41204727,0.40511733,0.006929934,0.00036217485
ISIC_0000101_downsampled,5,2,0,0.92652047,0.2665354,0.2575525,0.008982897,0.00037484898
ISIC_0000102_downsampled,5,5,1,0.6685345,1.0722791,1.0607567,0.011522412,0.0005763855
ISIC_0000103_downsampled,5,4,0,0.9643103,0.15477565,0.15009601,0.004679635,9.5820644e-05
ISIC_0000104_downsampled,5,2,0,0.94928676,0.22283703,0.2176008,0.0052362382,0.00015638462
ISIC_0000105_downsampled,5,5,1,0.5056219,0.7075504,0.6957933,0.011757135,0.0016314584
ISIC_0000107_downsampled,5,5,1,0.5652391,0.68910396,0.6687862,0.020317733,0.0028025315
ISIC_0000108_downsampled,5,4,0,0.6860849,0.62992716,0.6112794,0.01864773,0.002310027
ISIC_0000109_downsampled,5,4,0,0.98009217,0.1041229,0.10295602,0.0011668801,1.0697447e-05
ISIC_0000110_downsampled,5,5,1,0.97442895,0.13268858,0.13135363,0.0013349503,1.4961055e-05
ISIC_0000111_downsampled,5,4,0,0.7165325,0.6222224,0.610378,0.011844397,0.0013143895
ISIC_0000112_downsampled,5,4,0,0.5279029,0.73744696,0.7250887,0.012358248,0.0016750011
ISIC_0000113_downsampled,5,5,1,0.85872114,0.5556525,0.54645956,0.009192944,0.00038478294
ISIC_0000114_downsampled,5,5,1,0.68874604,0.72948945,0.71859676,0.010892689,0.0011684931
ISIC_0000115_downsampled,5,5,1,0.9522521,0.19651546,0.18904646,0.0074689984,0.00023406073
ISIC_0000116_downsampled,5,5,1,0.73528993,0.7197794,0.70411074,0.01566863,0.0013959326
ISIC_0000117_downsampled,5,5,1,0.57716405,0.69126,0.6784315,0.012828469,0.0017619171
ISIC_0000118_downsampled,5,4,0,0.6836434,0.7466475,0.73522323,0.011424243,0.0011713371
ISIC_0000119_downsampled,5,4,0,0.7139371,0.68911123,0.678298,0.010813236,0.0010128203
ISIC_0000120_downsampled,5,5,1,0.59267735,0.8945327,0.88376594,0.010766745,0.0009221075
ISIC_0000121_downsampled,5,2,0,0.7987928,0.5079278,0.49117702,0.016750753,0.0015586533
ISIC_0000122_downsampled,5,5,1,0.6648945,0.8469258,0.83173877,0.015187025,0.0014239235
ISIC_0000123_downsampled,5,4,0,0.73903006,0.7612095,0.7478306,0.013378859,0.000958534
ISIC_0000124_downsampled,5,4,0,0.8083851,0.5054793,0.4939084,0.011570871,0.0010084478
ISIC_0000125_downsampled,5,5,1,0.9451288,0.23217243,0.229624,0.0025484264,6.8842666e-05
ISIC_0000126_downsampled,5,2,0,0.74976027,0.7154334,0.68826026,0.027173162,0.002041384
ISIC_0000127_downsampled,5,4,0,0.5445363,1.0981619,1.0871181,0.011043787,0.000902615
ISIC_0000128_downsampled,5,5,1,0.82557297,0.46572524,0.4569742,0.008751035,0.00070861727
ISIC_0000129_downsampled,5,4,0,0.8902748,0.3473773,0.3375371,0.00984019,0.00057944434
ISIC_0000130_downsampled,5,4,0,0.8595228,0.40988362,0.4041063,0.005777329,0.00040234491
ISIC_0000131_downsampled,5,2,0,0.9631265,0.17948343,0.17538334,0.0041000843,6.519406e-05
ISIC_0000132_downsampled,5,5,1,0.9430353,0.26780924,0.26479235,0.003016889,5.790675e-05
ISIC_0000133_downsampled,5,4,0,0.7258548,0.6124074,0.59294444,0.019462943,0.0022266984
ISIC_0000134_downsampled,5,5,1,0.71250993,0.616829,0.60062635,0.016202629,0.0018497461
ISIC_0000135_downsampled,5,4,0,0.78902966,0.6124991,0.60170335,0.010795772,0.00081083167
ISIC_0000136_downsampled,5,4,0,0.7113836,0.6248272,0.6148953,0.009931922,0.0010947513
ISIC_0000137_downsampled,5,5,1,0.770449,0.54035956,0.51845425,0.021905303,0.0023316348
ISIC_0000138_downsampled,5,5,1,0.72371334,0.84204715,0.8282898,0.013757348,0.0009926588
ISIC_0000139_downsampled,4,5,0,0.6461869,0.8015095,0.7879254,0.013584077,0.0014902832
ISIC_0000140_downsampled,4,4,1,0.9996659,0.0032483279,0.0031747853,7.3542586e-05,1.1492082e-08
ISIC_0000141_downsampled,4,4,1,0.7019257,0.62097114,0.6094713,0.011499822,0.0013371368
ISIC_0000142_downsampled,4,4,1,0.83784014,0.48242444,0.4707948,0.011629641,0.0008018846
ISIC_0000143_downsampled,4,4,1,0.69904333,0.74468887,0.7332005,0.011488378,0.0010663422
ISIC_0000145_downsampled,4,4,1,0.53130233,0.71876824,0.7003657,0.018402517,0.002474977
ISIC_0000146_downsampled,4,4,1,0.81178194,0.72184426,0.70735717,0.014487088,0.0006436395
ISIC_0000147_downsampled,4,4,1,0.9875302,0.07100445,0.06954695,0.0014574975,9.082179e-06
ISIC_0000148_downsampled,4,5,0,0.8486144,0.45200875,0.43875542,0.013253331,0.0009209462
ISIC_0000149_downsampled,4,4,1,0.8772169,0.41232175,0.40088892,0.0114328265,0.00064988906
ISIC_0000150_downsampled,4,4,1,0.86688066,0.39897212,0.38667187,0.012300253,0.0008552819
ISIC_0000151_downsampled,4,5,0,0.67442393,0.6351713,0.6192602,0.015911102,0.001943491
ISIC_0000152_downsampled,4,4,1,0.62718755,0.675664,0.6658842,0.009779811,0.0012643354
ISIC_0000153_downsampled,4,5,0,0.82129353,0.58293533,0.57428056,0.008654773,0.00052849454
ISIC_0000154_downsampled,4,4,1,0.85957694,0.47929284,0.47057953,0.008713305,0.00047386598
ISIC_0000155_downsampled,4,4,1,0.996905,0.021331444,0.020929474,0.00040197,6.914917e-07
ISIC_0000156_downsampled,4,4,1,0.8816133,0.37350464,0.3664492,0.0070554316,0.00041570418
ISIC_0000157,4,4,1,0.8821413,0.3681819,0.36049658,0.0076853335,0.00042372086
ISIC_0000159,4,5,0,0.55218613,0.80799097,0.7893369,0.018654048,0.0022417617
ISIC_0000160,4,4,1,0.78506786,0.5264721,0.51318944,0.013282657,0.0013318146
ISIC_0000161,4,4,1,0.96609885,0.14872707,0.14351292,0.0052141547,0.00010584591
ISIC_0000162,4,4,1,0.7762512,0.7333984,0.7215134,0.011884987,0.0006944557
ISIC_0000163,4,4,1,0.9611801,0.17146468,0.16743572,0.004028961,0.00010131812
ISIC_0000164,4,4,1,0.54382616,0.7791643,0.76681226,0.012352049,0.0015479607
ISIC_0000165,4,4,1,0.9700845,0.14044216,0.13822652,0.0022156388,3.508784e-05
ISIC_0000166,4,4,1,0.9574464,0.21584402,0.21310037,0.0027436465,3.427098e-05
ISIC_0000167,4,4,1,0.9386336,0.30620793,0.3010344,0.005173534,8.3728795e-05
ISIC_0000169,4,4,1,0.79045206,0.5274761,0.51377094,0.013705134,0.0012629944
ISIC_0000170,4,5,0,0.56638086,0.69071615,0.67591363,0.0148025155,0.0020082432
ISIC_0000171,4,4,1,0.9893863,0.05966432,0.058477283,0.0011870377,9.050891e-06
ISIC_0000172,4,4,1,0.95068955,0.19700687,0.19295955,0.0040473193,0.00011782726
ISIC_0000173,4,4,1,0.9978193,0.018166183,0.018000243,0.00016593933,1.2011641e-07
ISIC_0000174,4,0,0,0.7424664,0.60007614,0.5833369,0.01673925,0.0016957294
ISIC_0000175,4,4,1,0.7655338,0.560666,0.54730904,0.013356984,0.0013509133
ISIC_0000176_downsampled,4,5,0,0.87644005,0.3807785,0.37224987,0.00852862,0.0005376348
ISIC_0000177_downsampled,5,5,1,0.9742461,0.14770515,0.14598484,0.0017203093,1.3361879e-05
ISIC_0000179_downsampled,5,5,1,0.8831888,0.3665318,0.3597649,0.0067668855,0.00042681556
ISIC_0000181_downsampled,5,5,1,0.6585213,0.8305087,0.8187734,0.01173532,0.0011580287
ISIC_0000182_downsampled,5,5,1,0.50012934,0.9095741,0.884571,0.025003076,0.0029495764
ISIC_0000183_downsampled,5,4,0,0.6800824,0.69438624,0.6788644,0.015521824,0.0017557241
ISIC_0000184_downsampled,5,5,1,0.6424341,0.6798882,0.6666972,0.013190985,0.0017150603
ISIC_0000185_downsampled,5,5,1,0.8619508,0.5064096,0.498019,0.008390576,0.00039909268
ISIC_0000186_downsampled,5,5,1,0.9696189,0.16334316,0.160749,0.002594158,2.8443263e-05
ISIC_0000187,5,5,1,0.75933254,0.6217749,0.6037021,0.018072784,0.0017631345
ISIC_0000188_downsampled,5,5,1,0.88233715,0.4000732,0.3904026,0.009670615,0.00049344887
ISIC_0000189_downsampled,5,5,1,0.60438365,1.0067056,0.978533,0.028172612,0.0022065795
ISIC_0000190,5,5,1,0.6328134,0.6599783,0.633408,0.02657026,0.0034521534
ISIC_0000191_downsampled,5,4,0,0.7118044,0.7284948,0.7150247,0.013470113,0.0011981392
ISIC_0000192_downsampled,5,1,0,0.38539165,1.4106431,1.3690976,0.04154551,0.0030737428
ISIC_0000193_downsampled,5,4,0,0.50886077,1.08111,1.0582352,0.022874832,0.0021150727
ISIC_0000195_downsampled,5,4,0,0.62741154,0.94829386,0.9339227,0.014371157,0.0010583603
ISIC_0000196_downsampled,5,4,0,0.6835758,0.6395177,0.62373173,0.015785992,0.0019247734
ISIC_0000197_downsampled,5,5,1,0.6543209,0.6497378,0.62226045,0.027477324,0.0035848485
ISIC_0000198,5,5,1,0.6884174,0.76092654,0.7291948,0.031731725,0.0031286776
ISIC_0000199,5,4,0,0.64950734,0.65089303,0.6354209,0.015472114,0.0019956941
ISIC_0000200,5,4,0,0.91977197,0.28657725,0.28267658,0.003900677,0.0001659539
ISIC_0000201_downsampled,5,5,1,0.9371064,0.2414842,0.2362845,0.0051997006,0.00017452987
ISIC_0000202_downsampled,5,5,1,0.72268045,0.6020684,0.58114505,0.020923376,0.002395831
ISIC_0000203_downsampled,5,4,0,0.90033424,0.3248845,0.30847386,0.016410649,0.00090074696
ISIC_0000204_downsampled,5,4,0,0.8165323,0.47972405,0.4702104,0.009513646,0.0008715778
ISIC_0000205_downsampled,5,5,1,0.75587064,0.7043039,0.69273734,0.011566579,0.0008005187
ISIC_0000206_downsampled,5,4,0,0.60551906,0.67421114,0.64248353,0.031727612,0.004281536
ISIC_0000207_downsampled,5,4,0,0.7385553,0.5924762,0.58013654,0.012339652,0.0013161752
ISIC_0000208_downsampled,5,4,0,0.5451852,0.7163608,0.70398587,0.0123749375,0.0016701041
ISIC_0000209,5,4,0,0.5922007,0.7017853,0.6734275,0.028357804,0.0037565082
ISIC_0000210,5,5,1,0.9988127,0.009344398,0.0091737695,0.00017062854,1.1591177e-07
ISIC_0000211,5,5,1,0.9740626,0.12284424,0.120683916,0.0021603256,3.2148902e-05
ISIC_0000212,5,4,0,0.81409526,0.4824948,0.45528877,0.027206033,0.0024193984
ISIC_0000213,5,4,0,0.79725736,0.512388,0.4955348,0.016853184,0.00155568
ISIC_0000214,5,4,0,0.9461212,0.22207287,0.21663497,0.0054378957,0.00016836784
ISIC_0000215,5,4,0,0.82937086,0.49070212,0.48374978,0.0069523454,0.00052534934
ISIC_0000216,5,5,1,0.53791076,0.6984249,0.67164886,0.026776016,0.0037318468
ISIC_0000217,5,5,1,0.75996757,0.5584247,0.53253454,0.025890172,0.002869798
ISIC_0000218_downsampled,5,5,1,0.9218357,0.27599272,0.271307,0.0046857297,0.00020157816
ISIC_0000219,5,5,1,0.4608183,0.9489215,0.934048,0.014873505,0.0014984582
ISIC_0000220,5,5,1,0.536391,0.8139069,0.7996344,0.014272511,0.0017003127
ISIC_0000221,5,4,0,0.68420506,0.64816123,0.63539505,0.012766182,0.0015197679
ISIC_0000222,5,5,1,0.9842779,0.081596136,0.079863384,0.0017327517,1.6519762e-05
ISIC_0000223,5,5,1,0.98066586,0.099376984,0.097287014,0.0020899698,2.1254295e-05
ISIC_0000224,5,4,0,0.6984247,0.6144999,0.5775133,0.03698665,0.0044884686
ISIC_0000225,5,5,1,0.6765798,0.7147827,0.6975903,0.017192423,0.0018583892
ISIC_0000226,5,5,1,0.727439,0.5882483,0.5691753,0.01907301,0.002182583
ISIC_0000227,5,5,1,0.76515514,0.5560991,0.54394794,0.012151182,0.0012109306
ISIC_0000228,5,4,0,0.5801675,0.686616,0.66524774,0.021368265,0.0029465293
ISIC_0000229,5,4,0,0.7941651,0.5100327,0.49234745,0.017685264,0.0016262534
ISIC_0000230,5,4,0,0.6750114,0.6361692,0.6118763,0.024292886,0.003019037
ISIC_0000231,5,5,1,0.8001124,0.51149184,0.5006507,0.010841131,0.0009913541
ISIC_0000232,5,5,1,0.6244643,0.6793198,0.66053754,0.018782258,0.002487015
ISIC_0000233,5,5,1,0.6358644,0.6856991,0.67145246,0.014246643,0.0018109197
ISIC_0000234,5,5,1,0.51921064,0.80189055,0.78441995,0.017470598,0.0022383598
ISIC_0000235,5,6,0,0.9086184,0.3492886,0.33838615,0.010902464,0.00041188515
ISIC_0000236,5,4,0,0.59925175,0.7489531,0.73016566,0.018787444,0.0023056583
ISIC_0000237,5,4,0,0.6519521,0.8563097,0.8432282,0.013081491,0.0011482277
ISIC_0000239,5,4,0,0.63356596,0.70135444,0.67854977,0.022804677,0.0029022049
ISIC_0000240,5,4,0,0.5662206,0.7029796,0.6849182,0.0180614,0.0024475933
ISIC_0000242,5,2,0,0.62296844,0.76641685,0.7530049,0.013411939,0.0015957364
ISIC_0000243,5,2,0,0.3969835,1.100378,1.0746777,0.02570033,0.002356414
ISIC_0000244,5,4,0,0.8159788,0.484173,0.47008488,0.014088124,0.001199287
ISIC_0000245,5,4,0,0.93232685,0.27999756,0.27582687,0.004170686,0.00013008727
ISIC_0000246,5,2,0,0.5760175,0.8126822,0.7943803,0.018301904,0.002206846
ISIC_0000247,5,5,1,0.7289686,0.7276178,0.7050612,0.022556603,0.0019548128
ISIC_0000249,5,5,1,0.89891165,0.3797493,0.3723861,0.0073632,0.00032249934
ISIC_0000250,5,5,1,0.71524405,0.6082123,0.5876331,0.020579219,0.002301732
ISIC_0000251,5,4,0,0.53347546,0.85163003,0.83812386,0.013506174,0.0016682578
ISIC_0000252,5,5,1,0.48401722,0.9232444,0.90759254,0.015651882,0.0016042405
ISIC_0000253,5,5,1,0.76647276,0.7162195,0.69973487,0.016484618,0.0011687725
ISIC_0000254,5,5,1,0.5139113,0.89456666,0.8759031,0.018663526,0.0021509486
ISIC_0000255,5,2,0,0.57388175,0.74815375,0.732175,0.015978754,0.0019857415
ISIC_0000256,5,5,1,0.7057156,0.79739165,0.78655785,0.0108338,0.0008239676
ISIC_0000258,5,4,0,0.9623061,0.1642732,0.16084042,0.0034327805,6.9366906e-05
ISIC_0000259,5,5,1,0.44730917,1.3501371,1.3350098,0.015127301,0.0010364773
ISIC_0000260,5,5,1,0.852698,0.43183142,0.42016235,0.0116690695,0.00083878386
ISIC_0000261,5,5,1,0.81784725,0.5201037,0.5092527,0.010850966,0.0008365011
ISIC_0000262,5,5,1,0.54615563,1.0027491,0.9812759,0.02147317,0.0019982322
ISIC_0000263,5,5,1,0.6367121,0.6753233,0.65613675,0.019186556,0.0024914045
ISIC_0000264,5,5,1,0.8397396,0.59354705,0.5850289,0.008518159,0.00040034417
ISIC_0000265,5,5,1,0.90599185,0.3565162,0.34954354,0.0069726706,0.00031189658
ISIC_0000268,5,2,0,0.749083,0.60708183,0.5990907,0.007991135,0.00076776446
ISIC_0000269,5,5,1,0.7713724,0.6499779,0.62889606,0.021081865,0.0017690195
ISIC_0000271,5,4,0,0.39533186,1.0905803,1.0704025,0.020177841,0.0018521856
ISIC_0000274,5,4,0,0.5021061,0.93982404,0.918991,0.020833015,0.0022128592
ISIC_0000275,5,5,1,0.5022108,1.0356742,1.0158952,0.019778967,0.0017226002
ISIC_0000276,4,5,0,0.6725638,0.795506,0.7776681,0.017837882,0.0016159749
ISIC_0000277,4,2,0,0.5378269,0.91601014,0.89101183,0.024998307,0.002658082
ISIC_0000278,4,2,0,0.32222593,1.3392196,1.3204924,0.018727183,0.0012699275
ISIC_0000279,4,4,1,0.8425721,0.4392574,0.4233808,0.015876621,0.0012283653
ISIC_0000281,4,4,1,0.9923643,0.04927807,0.04840328,0.00087478757,3.0604012e-06
ISIC_0000282,4,2,0,0.6344326,0.7005603,0.68692154,0.013638735,0.0017064727
ISIC_0000283,4,4,1,0.9833473,0.09370485,0.092128895,0.0015759543,1.1215088e-05
ISIC_0000285,4,5,0,0.56595725,0.7250817,0.700244,0.024837673,0.003355948
ISIC_0000287,4,5,0,0.7195706,0.61046475,0.5857938,0.024670959,0.0027617544
ISIC_0000288,4,4,1,0.7504069,0.6801619,0.6644593,0.015702605,0.0013629652
ISIC_0000289,4,4,1,0.93368113,0.25299594,0.24780612,0.005189821,0.00018594219
ISIC_0000290,4,2,0,0.7178832,0.62772554,0.6116419,0.016083658,0.0017072783
ISIC_0000292,4,4,1,0.65312225,0.68484926,0.66795844,0.016890824,0.0020767865
ISIC_0000293,4,4,1,0.96021026,0.16852784,0.16165055,0.006877288,0.00018544243
ISIC_0000294,4,5,0,0.558755,0.7420204,0.71706754,0.024952888,0.003336883
ISIC_0000295,4,4,1,0.51823545,0.6941009,0.66861403,0.025486887,0.0035466875
ISIC_0000297,4,4,1,0.8784303,0.37934443,0.37362024,0.0057241917,0.00035383084
ISIC_0000298,4,5,0,0.74216455,0.58916515,0.5697267,0.019438446,0.00203318
ISIC_0000299,4,4,1,0.50802135,0.79597163,0.77038896,0.025582671,0.003256003
ISIC_0000300,4,4,1,0.9129527,0.29665843,0.2873195,0.009338915,0.0004612324
ISIC_0000301,4,4,1,0.59676415,0.67706954,0.6476492,0.029420316,0.003933446
ISIC_0000302,4,4,1,0.9662077,0.15979315,0.15736298,0.0024301708,3.6721824e-05
ISIC_0000303,4,4,1,0.7262937,0.5982562,0.5831652,0.015090942,0.0016465156
ISIC_0000306,4,5,0,0.9217384,0.27695453,0.27147442,0.0054801106,0.0002158869
ISIC_0000307,4,4,1,0.80156595,0.5043857,0.48892373,0.015461981,0.0013416475
ISIC_0000310,4,5,0,0.65386045,0.7172251,0.6952423,0.021982789,0.002488135
ISIC_0000311,4,4,1,0.8758888,0.3958438,0.3865494,0.009294391,0.000544547
ISIC_0000313,4,5,0,0.6112344,0.6921013,0.6790548,0.013046503,0.0016763248
ISIC_0000314,4,5,0,0.7771552,0.609864,0.59273976,0.017124236,0.0015064434
ISIC_0000315,5,5,1,0.6716434,0.65542865,0.6448489,0.010579765,0.0012577967
ISIC_0000316,5,5,1,0.9697355,0.14372823,0.1422841,0.0014441311,2.3169468e-05
ISIC_0000317,5,5,1,0.79164094,0.590947,0.584377,0.0065699816,0.00047453918
